露營場名稱,縣市別,縣市代碼,鄉/鎮/市/區,營業狀態,經度,緯度,地址,電話,手機,網站,符合相關法規露營場／違反相關法規露營場,違反相關法規,是否有在原民區,露營場設置時間
武界開心茶園,南投縣,10008,仁愛鄉,營業中,121.0244494,23.9128887,南投縣仁愛鄉法治村茶園巷18-1號,,,https://www.facebook.com/teaplantation/,違反相關法規露營場,農業發展條例,是,
溪寶梅園,南投縣,10008,仁愛鄉,營業中,120.9511918,24.0745462,明月巷95-1號,,0968285158,https://www.facebook.com/sbmy496/,違反相關法規露營場,未提出露營場申請,是,
瑪莉溫泉休閒農莊,南投縣,10008,仁愛鄉,營業中,121.163843,24.024158,虎門巷100號,,0919695384,https://www.facebook.com/marryonshine681201/?fref=ts,違反相關法規露營場,農業發展條例,是,
灥流露營區,南投縣,10008,仁愛鄉,營業中,121.1581278,24.0377646,南投縣仁愛鄉壽亭巷20-2號,,0915919557,https://www.my-camp.com.tw/index.php,違反相關法規露營場,農業發展條例,是,
愛和華林園,南投縣,10008,仁愛鄉,營業中,121.1588962,24.0470246,遠定村39號,,0933450225,https://www.facebook.com/AiHeHuaLinYuan/?locale2=zh_TW,違反相關法規露營場,農業發展條例,是,
圓山5號露營區,南投縣,10008,仁愛鄉,營業中,121.0510812,23.9153274,武安路716之1號,,0986537921,,違反相關法規露營場,區域計畫法,是,
賽德克公主美食文化露營區,南投縣,10008,仁愛鄉,營業中,121.0888527,24.0127762,南投縣仁愛鄉松原巷78-1號,,0980618781,https://www.facebook.com/mm0492920288/,違反相關法規露營場,農業發展條例\森林法,是,
姥姥莊園,南投縣,10008,仁愛鄉,營業中,120.994,24.08143,山林巷6號,,0910593942,,違反相關法規露營場,區域計畫法,是,
採茶媽媽景觀露營區,南投縣,10008,仁愛鄉,營業中,121.10077,23.98964,無,,0912901038,,違反相關法規露營場,區域計畫法,是,
清境陽光露營,南投縣,10008,仁愛鄉,營業中,121.154192,24.0358621,榮光巷50號之5,,0953990559,https://www.facebook.com/profile.php?id=100057676568784,違反相關法規露營場,農業發展條例,是,
部落尋奇溫泉農場,南投縣,10008,仁愛鄉,營業中,121.1701913,24.0268603,南投縣仁愛鄉虎門巷80號,0492803076,,http://0492803076.ego.tw/,違反相關法規露營場,農業發展條例,是,
阿霞露營區,南投縣,10008,仁愛鄉,營業中,121.1805,24.16305,溫泉巷1號,,0910775540,,違反相關法規露營場,區域計畫法,是,
朵娜朵露營區donato glamping,南投縣,10008,仁愛鄉,營業中,121.159261,24.04493984,定遠新村25之3附1,,0980717623,https://booking.owlting.com/donatoglamping?start=2024-05-30%C3%AF%C2%BC%C2%86end%3D2024-05-31%C3%AF%C2%BC%C2%86adult%3D2%C3%AF%C2%BC%C2%86source%3Dgha%C3%AF%C2%BC%C2%86child%3D0%C3%AF%C2%BC%C2%86infant%3D0%C3%AF%C2%BC%C2%86lang%3Dzh_TW&lang=zh_TW&adult=1&child=0&infant=0,違反相關法規露營場,區域計畫法,是,
虹谷有機農場,南投縣,10008,仁愛鄉,營業中,121.0772526,23.9429587,清華巷124之2號,,0933626865,https://www.facebook.com/hongku97/,違反相關法規露營場,農業發展條例,是,
武界雲海露營區,南投縣,10008,仁愛鄉,營業中,,,,,,,違反相關法規露營場,違反區域計畫法\農業發展條例,是,
藍瑪司露營地,南投縣,10008,仁愛鄉,營業中,121.120101,23.967957,親愛村大安路107附2號,,0978175585,https://www.facebook.com/lamasu.camp/,違反相關法規露營場,農業發展條例,是,
靼靶嶺森林露營區,南投縣,10008,仁愛鄉,營業中,121.0524871,23.8911409,,,0912687986,https://www.facebook.com/ï¼E9ï¼9Fï¼83ï¼E9ï¼9Dï¼BCï¼E5ï¼B6ï¼BAï¼E6ï¼A3ï¼AEï¼E6ï¼9Eï¼97ï¼E9ï¼9Cï¼B2ï¼E7ï¼87ï¼9Fï¼E5ï¼8Dï¼80-651519245024665/,違反相關法規露營場,農業發展條例,是,
馬赫坡9號秘境(原馬赫坡露營區),南投縣,10008,仁愛鄉,營業中,121.18733,24.01666,溫泉馬赫坡路9號精英村廬山,,0921066250,http://www.mahebo.com.tw/,違反相關法規露營場,區域計畫法,是,
黑米咖啡露營區,南投縣,10008,仁愛鄉,營業中,121.0924187,23.96976,無,,0905268975,,違反相關法規露營場,區域計畫法,是,
露野森林SNUWING,南投縣,10008,仁愛鄉,營業中,121.15627,24.02432,春陽村龍山巷25號,,0939646963,,違反相關法規露營場,區域計畫法,是,
松林農場露營區,南投縣,10008,仁愛鄉,營業中,121.16589,24.02377,春陽村虎門巷96附1號,0937219924,,,違反相關法規露營場,區域計畫法,是,
合歡仙境民宿露營區,南投縣,10008,仁愛鄉,營業中,121.1451034,24.0588283,南投縣仁愛鄉福壽路介壽巷40號,0492801633,,https://www.facebook.com/lovecampingeveryday/,違反相關法規露營場,未提出露營場申請,是,
畢祿山水源營地,南投縣,10008,仁愛鄉,營業中,121.3403014,24.2043518,820線林道,0495991195,,,違反相關法規露營場,,是,
武界觀景茶園露營區,南投縣,10008,仁愛鄉,營業中,121.0246882,23.9183867,南投縣仁愛鄉茶園巷17附2號,,0966417299,https://www.facebook.com/cherlene0821,違反相關法規露營場,農業發展條例,是,
溫莎花園民宿,南投縣,10008,仁愛鄉,營業中,121.170823,24.0748894,南投縣仁愛鄉大同村博望巷39號,,0988105968,https://www.facebook.com/profile.php?id=100069794288041,違反相關法規露營場,農業發展條例,是,
日出藏雲,南投縣,10008,仁愛鄉,營業中,121.10474,23.9841,親和巷43之3附3號,,0928278267,,違反相關法規露營場,區域計畫法,是,
非比露營區,南投縣,10008,仁愛鄉,營業中,121.103968,23.9832,高峰巷70號,,0910922276,,違反相關法規露營場,區域計畫法,是,
歐敏露營區(原酋長茅蘆露營區),南投縣,10008,仁愛鄉,營業中,121.1903066,24.023568,南投縣仁愛鄉榮華巷50號,0492802939,,https://www.facebook.com/om423/,違反相關法規露營場,未提出露營場申請,是,
馬赫坡森林咖啡民宿,南投縣,10008,仁愛鄉,營業中,121.1834834,24.0230869,南投縣仁愛鄉榮華巷1-1號,,0917777705,http://www.mahebo.com.tw/,違反相關法規露營場,農業發展條例,是,
武界雲頂露營天地,南投縣,10008,仁愛鄉,營業中,121.0247449,23.9174753,南投縣仁愛鄉法治村茶園巷17-1號,,0932615574,http://gentingcampground.wixsite.com/genting-wujie,違反相關法規露營場,農業發展條例,是,
月夢田,南投縣,10008,仁愛鄉,營業中,120.9896,24.07967,山林巷6-2號,,0910566765,https://www.facebook.com/YMTBandB/,違反相關法規露營場,農業發展條例,是,
山上有魚,南投縣,10008,仁愛鄉,營業中,120.95513,24.06474,清風路,,0975120340,,違反相關法規露營場,區域計畫法,是,
芭喇露營區生態休閒農莊,南投縣,10008,仁愛鄉,營業中,121.0520012,23.9069458,武界林道,,0905112883,https://www.facebook.com/p/%E8%8A%AD%E5%96%87%E9%9C%B2%E7%87%9F%E5%8D%80%E7%94%9F%E6%85%8B%E8%BE%B2%E5%A0%B4-100063518425704/,違反相關法規露營場,農業發展條例,是,
沙庫斯露營區,南投縣,10008,仁愛鄉,營業中,121.1892008,24.0164984,精英村榮華巷202-2號,,0911613026,https://www.facebook.com/SakusLuYingQu/,違反相關法規露營場,農業發展條例,是,
螢營的天空,南投縣,10008,仁愛鄉,營業中,121.1516304,24.0367618,榮光巷1附2號,,0901005861,,違反相關法規露營場,農業發展條例,是,
原夢觀光農園,南投縣,10008,仁愛鄉,營業中,121.0894206,24.013965,松原巷80號,,0987239826,https://www.facebook.com/wef2759k/,違反相關法規露營場,農業發展條例,是,
曉山秋,南投縣,10008,仁愛鄉,營業中,121.09093,23.96501,親愛村親和巷150附5號,,0966598362,,違反相關法規露營場,區域計畫法,是,
飛瀑露營區feipucamping,南投縣,10008,仁愛鄉,營業中,121.1117121,24.03253656,南豐村中正路1-1號,,0965658566,,違反相關法規露營場,區域計畫法,是,
達巴斯露營區,南投縣,10008,仁愛鄉,營業中,121.0517349,23.908737,栗溪路1號,,0966712612,http://www.facebook.com/Dabas.2015,違反相關法規露營場,農業發展條例,是,
旅人蕉小棧(旅人蕉露營區),南投縣,10008,仁愛鄉,營業中,120.95352,24.06751,明月巷1附1號,,0982001602,,違反相關法規露營場,區域計畫法,是,
青天樂活露營區,南投縣,10008,仁愛鄉,營業中,121.047642,23.9175,界山巷6之1號,0492977258,,https://www.facebook.com/people/%E9%9D%92%E5%A4%A9%E6%A8%82%E6%B4%BB%E9%9C%B2%E7%87%9F%E5%8D%80/100054638490687/,違反相關法規露營場,農業發展條例,是,
雲窩森林露營區,南投縣,10008,仁愛鄉,營業中,121.0513508,23.9238772,茶園巷1附2號,,0978377711,https://www.facebook.com/p/%E6%AD%A6%E7%95%8C-%E9%9B%B2%E7%AA%A9%E6%A3%AE%E6%9E%97%E9%9C%B2%E7%87%9F%E5%8D%80-100070202198717/?locale=zh_TW,違反相關法規露營場,區域計畫法,是,
星空谷露營地,南投縣,10008,仁愛鄉,營業中,120.9890694,23.8901308,中正村平等巷1號,,0901005861,https://campground-94.business.site/,違反相關法規露營場,農業發展條例,是,
漫活幸福露營區,南投縣,10008,仁愛鄉,營業中,121.1551857,24.1192901,發祥村7鄰光復巷199附2號,,0932521031,https://www.facebook.com/happy99camp/,違反相關法規露營場,農業發展條例,是,
伴天聊露營區,南投縣,10008,仁愛鄉,營業中,120.990465,24.0839351,新生村山林巷18附1號,,0936964799,https://www.facebook.com/BTL1116/,違反相關法規露營場,農業發展條例,是,
卡度6號角落,南投縣,10008,仁愛鄉,營業中,120.983925,23.9109,中正村光明路102-6號,,0970312818,,違反相關法規露營場,區域計畫法,是,
紅香露營區,南投縣,10008,仁愛鄉,營業中,121.178008,24.145841,發祥村溪門巷19-1號,,0935685389,https://www.facebook.com/gpo8001i/,違反相關法規露營場,農業發展條例,是,
玩皮獵人藝棧,南投縣,10008,仁愛鄉,營業中,121.0870871,24.0193725,無,0492920089,0937433976,https://alanhunter.weebly.com/,違反相關法規露營場,區域計畫法,是,
諾亞方舟野地露營區,南投縣,10008,仁愛鄉,營業中,121.1439148,24.0273294,南投縣仁愛鄉信義巷30之6號,0492803470,,http://www.facebook.com/noahark597,違反相關法規露營場,農業發展條例,是,
博拉廬露營區,南投縣,10008,仁愛鄉,營業中,121.1972274,24.0305203,榮華巷203-3號,,0937248996,,違反相關法規露營場,區域計畫法,是,
築露中原露營區,南投縣,10008,仁愛鄉,營業中,120.9778531,24.0661482,原名路43附2號,,0932976796,https://www.facebook.com/jimmy4128/,違反相關法規露營場,農業發展條例,是,
太魯灣溫泉露營區,南投縣,10008,仁愛鄉,營業中,121.1669268,24.0229731,虎門巷97附1號,,0928177926,,違反相關法規露營場,區域計畫法,是,
山林好蒔光,南投縣,10008,仁愛鄉,營業中,121.1078327,23.9895278,高峰巷70附1號,,0918575357,https://www.facebook.com/slhsg514/?locale=zh_TW,違反相關法規露營場,未提出露營場申請,是,
白熊屋,南投縣,10008,仁愛鄉,營業中,121.1608,24.0449,大同村定遠新村30-1號,,0936265411,,違反相關法規露營場,區域計畫法,是,
春陽.觀休閒露營區(觀溫泉營地),南投縣,10008,仁愛鄉,營業中,121.16926,24.02618,虎門巷135號,,0935755444,,違反相關法規露營場,區域計畫法,是,
德貝頌露營區,南投縣,10008,仁愛鄉,營業中,121.1621104,24.1242696,南投縣仁愛鄉瑞和路64號,,0935996150,https://www.facebook.com/TbsunCampArea/,違反相關法規露營場,未提出露營場申請,是,
樹不老露營區,南投縣,10008,仁愛鄉,營業中,120.9852215,24.0766317,山林巷46附2號,,0912648626,https://www.facebook.com/lmosay/?modal=admin_todo_tour,違反相關法規露營場,違反區域計畫法\農業發展條例,是,
清翠露營園區,南投縣,10008,仁愛鄉,營業中,121.1462194,24.03927373,大同村信義巷38附2號,,0933539638,https://www.facebook.com/highmountaincamp/,違反相關法規露營場,違反區域計畫法\農業發展條例,是,
來來圓夢露營區DreamerCamp,南投縣,10008,仁愛鄉,營業中,120.99043,23.90332,無,,0935926921,,違反相關法規露營場,區域計畫法,是,
辣妹子露營區,南投縣,10008,仁愛鄉,營業中,121.1605948,24.0282169,虎門巷61-3號,,0939713335,,違反相關法規露營場,區域計畫法,是,
迦南之地露營區,南投縣,10008,仁愛鄉,營業中,121.04081,23.90854,投71鄉道34號,,0988785051,,違反相關法規露營場,區域計畫法,是,
木谷森林,南投縣,10008,仁愛鄉,營業中,121.07969,23.9988,中正路105號,,0963169865,,違反相關法規露營場,區域計畫法,是,
武界快樂營區,南投縣,10008,仁愛鄉,營業中,121.03515,23.93041,無,,0937262954,,違反相關法規露營場,區域計畫法,是,
夢谷伊優達雅露營區,南投縣,10008,仁愛鄉,營業中,121.087227,24.019468,信義巷,,0921920593,,違反相關法規露營場,區域計畫法,是,
富野溪露營區(原熊溯溪露營區),南投縣,10008,仁愛鄉,營業中,120.97975,24.06312,原名路43附5號,,0905865286,,違反相關法規露營場,區域計畫法,是,
滿天馨露營區,南投縣,10008,仁愛鄉,營業中,121.13676,24.02052,仁和路,,0982836007,https://www.facebook.com/mtx0982836007/,違反相關法規露營場,農業發展條例,是,
森林烈人,南投縣,10008,仁愛鄉,營業中,121.046008,23.918829,茶園巷1附4號,,0975706651,,違反相關法規露營場,區域計畫法,是,
小瑞士花園,南投縣,10008,仁愛鄉,營業中,121.1563512,24.04430113,南投縣仁愛鄉仁和路170號,0492803308,,https://www.cingjing.gov.tw/mien/ins.php?index_id=26,符合相關法規露營場,,是,公有露營場請洽主管機關
清流溪畔露營區,南投縣,10008,仁愛鄉,營業中,120.9496957,24.0720293,明月巷95-1附2號,,0933334966,https://www.facebook.com/groups/211833692566166/,違反相關法規露營場,農業發展條例,是,
大塊森林,南投縣,10008,仁愛鄉,營業中,120.9873531,24.0797723,南投縣仁愛鄉山林巷54618號附2,,0975277399,https://www.facebook.com/DakuaiForest,違反相關法規露營場,未提出露營場申請,是,
相逢部落露營區,南投縣,10008,仁愛鄉,營業中,120.9908738,23.89464071,平等巷1-10號,,0967046031,,違反相關法規露營場,,是,
卑里露營區,南投縣,10008,仁愛鄉,營業中,121.1629367,24.0237511,南投縣仁愛鄉虎門巷100號,,0988957788,https://www.facebook.com/beli0963422209,違反相關法規露營場,森林法,是,
川中島落羽松露營祕境,南投縣,10008,仁愛鄉,營業中,120.947725,24.070265,清風路27-1號,,0938227885,https://www.facebook.com/pjb3143v/,違反相關法規露營場,農業發展條例,是,
清流明月星空民宿/露營區,南投縣,10008,仁愛鄉,營業中,120.9549952,24.0957274,明月巷100號,,,,違反相關法規露營場,區域計畫法,是,
小太陽景觀木屋,南投縣,10008,仁愛鄉,營業中,121.172597,24.0604489,仁和路179號,0492803861,0963319928,http://suncabane.nantou.com.tw/,違反相關法規露營場,農業發展條例,是,
62階櫻花露營區,南投縣,10008,仁愛鄉,營業中,121.1607686,24.0536182,南投縣仁愛鄉仁和路186之5附1號,,0937916296,https://www.facebook.com/flowericamping/,違反相關法規露營場,森林法,是,
哈爾斯塔特露營區,南投縣,10008,仁愛鄉,營業中,121.15753,24.04094,無,,0928514215,,違反相關法規露營場,區域計畫法,是,
山鷹露營區,南投縣,10008,仁愛鄉,營業中,120.9498,24.07411,明月巷95之1附2號,,0974188318,,違反相關法規露營場,區域計畫法,是,
廬山仙境溫泉會館,南投縣,10008,仁愛鄉,營業中,121.1898409,24.0214127,南投縣仁愛鄉榮華巷40附1號,,0910577192,https://www.facebook.com/profile.php?id=100057842881552,違反相關法規露營場,農業發展條例,是,
一家人露營區,南投縣,10008,仁愛鄉,營業中,121.1438336,24.0273801,南投縣仁愛鄉信義巷30-6附1,,0939564307,https://www.facebook.com/familycampsite/,違反相關法規露營場,森林法,是,
畫眉園露營區,南投縣,10008,仁愛鄉,營業中,120.9866307,24.077213,山林巷10號,,0988720902,https://facebook.com/huameiyuan/?locale2=zh_TW,違反相關法規露營場,農業發展條例,是,
曲冰岱牧露營區(曲冰金龍露營區),南投縣,10008,仁愛鄉,營業中,121.075358,23.934111,萬豐村清華巷138附3號,,0910622069,http://www.facebook.com/goGDcamp/,違反相關法規露營場,未提出露營場申請,是,
櫻花村民宿,南投縣,10008,仁愛鄉,營業中,121.1634681,24.0255953,南投縣仁愛鄉虎門巷54之1號,,0910583572,,違反相關法規露營場,農業發展條例,是,
五六露營農場,南投縣,10008,仁愛鄉,營業中,121.11941,24.01341,仁和路1附3號,,0982188005,https://www.facebook.com/56camping/,違反相關法規露營場,農業發展條例,是,
夢谷瀑布露營區,南投縣,10008,仁愛鄉,營業中,121.087199,24.020343,無,,0980618781,,違反相關法規露營場,區域計畫法,是,
星願村露營區(原川中島七里香露營區),南投縣,10008,仁愛鄉,營業中,120.9518223,24.0766283,明月巷95之1附1號,,0931364697,https://www.facebook.com/wishcamping/,違反相關法規露營場,農業發展條例,是,
廬山日記露營區,南投縣,10008,仁愛鄉,營業中,121.1890371,24.01619788,精英村榮華巷153號,,0932789816,,違反相關法規露營場,區域計畫法,是,
